,survived,pclass,sex,age,sibsp,parch,fare,embarked,who,alone
445,1,2,1,13.0,0,1,19.5,0,2,0
446,1,1,0,34.0,0,0,26.55,0,0,1
447,1,3,1,5.0,2,1,19.2583,1,2,0
448,1,1,0,52.0,0,0,30.5,0,0,1
449,0,2,0,36.0,1,2,27.75,0,0,0
450,0,3,0,28.0,1,0,19.9667,0,0,0
451,0,1,0,30.0,0,0,27.75,1,0,1
452,1,1,0,49.0,1,0,89.1042,1,0,0
453,0,3,0,28.0,0,0,8.05,0,0,1
454,1,3,0,29.0,0,0,7.8958,1,0,1
455,0,1,0,65.0,0,0,26.55,0,0,1
456,1,1,1,28.0,1,0,51.8625,0,1,0
457,1,2,1,50.0,0,0,10.5,0,1,1
458,0,3,0,28.0,0,0,7.75,2,0,1
459,1,1,0,48.0,0,0,26.55,0,0,1
460,0,3,0,34.0,0,0,8.05,0,0,1
461,0,1,0,47.0,0,0,38.5,0,0,1
462,0,2,0,48.0,0,0,13.0,0,0,1
463,0,3,0,28.0,0,0,8.05,0,0,1
464,0,3,0,38.0,0,0,7.05,0,0,1
465,0,2,0,28.0,0,0,0.0,0,0,1
466,0,1,0,56.0,0,0,26.55,0,0,1
467,0,3,0,28.0,0,0,7.725,2,0,1
468,1,3,1,0.75,2,1,19.2583,1,2,0
469,0,3,0,28.0,0,0,7.25,0,0,1
470,0,3,0,38.0,0,0,8.6625,0,0,1
471,1,2,1,33.0,1,2,27.75,0,1,0
472,1,2,1,23.0,0,0,13.7917,1,1,1
473,0,3,1,22.0,0,0,9.8375,0,1,1
474,0,1,0,28.0,0,0,52.0,0,0,1
475,0,2,0,34.0,1,0,21.0,0,0,0
476,0,3,0,29.0,1,0,7.0458,0,0,0
477,0,3,0,22.0,0,0,7.5208,0,0,1
478,1,3,1,2.0,0,1,12.2875,0,2,0
479,0,3,0,9.0,5,2,46.9,0,2,0
480,0,2,0,28.0,0,0,0.0,0,0,1
481,0,3,0,50.0,0,0,8.05,0,0,1
482,1,3,1,63.0,0,0,9.5875,0,1,1
483,1,1,0,25.0,1,0,91.0792,1,0,0
484,0,3,1,28.0,3,1,25.4667,0,1,0
485,1,1,1,35.0,1,0,90.0,0,1,0
486,0,1,0,58.0,0,0,29.7,1,0,1
487,0,3,0,30.0,0,0,8.05,0,0,1
488,1,3,0,9.0,1,1,15.9,0,2,0
489,0,3,0,28.0,1,0,19.9667,0,0,0
490,0,3,0,21.0,0,0,7.25,0,0,1
491,0,1,0,55.0,0,0,30.5,0,0,1
492,0,1,0,71.0,0,0,49.5042,1,0,1
493,0,3,0,21.0,0,0,8.05,0,0,1
494,0,3,0,28.0,0,0,14.4583,1,0,1
495,1,1,1,54.0,1,0,78.2667,1,1,0
496,0,3,0,28.0,0,0,15.1,0,0,1
497,0,1,1,25.0,1,2,151.55,0,1,0
498,0,3,0,24.0,0,0,7.7958,0,0,1
499,0,3,0,17.0,0,0,8.6625,0,0,1
500,0,3,1,21.0,0,0,7.75,2,1,1
501,0,3,1,28.0,0,0,7.6292,2,1,1
502,0,3,1,37.0,0,0,9.5875,0,1,1
503,1,1,1,16.0,0,0,86.5,0,1,1
504,0,1,0,18.0,1,0,108.9,1,0,0
505,1,2,1,33.0,0,2,26.0,0,1,0
506,1,1,0,28.0,0,0,26.55,0,0,1
507,0,3,0,28.0,0,0,22.525,0,0,1
508,1,3,0,26.0,0,0,56.4958,0,0,1
509,1,3,0,29.0,0,0,7.75,2,0,1
510,0,3,0,28.0,0,0,8.05,0,0,1
511,1,1,0,36.0,0,0,26.2875,0,0,1
512,1,1,1,54.0,1,0,59.4,1,1,0
513,0,3,0,24.0,0,0,7.4958,0,0,1
514,0,1,0,47.0,0,0,34.0208,0,0,1
515,1,2,1,34.0,0,0,10.5,0,1,1
516,0,3,0,28.0,0,0,24.15,2,0,1
517,1,2,1,36.0,1,0,26.0,0,1,0
518,0,3,0,32.0,0,0,7.8958,0,0,1
519,1,1,1,30.0,0,0,93.5,0,1,1
520,0,3,0,22.0,0,0,7.8958,0,0,1
521,0,3,0,28.0,0,0,7.225,1,0,1
522,1,1,1,44.0,0,1,57.9792,1,1,0
523,0,3,0,28.0,0,0,7.2292,1,0,1
524,0,3,0,40.5,0,0,7.75,2,0,1
525,1,2,1,50.0,0,0,10.5,0,1,1
526,0,1,0,28.0,0,0,221.7792,0,0,1
527,0,3,0,39.0,0,0,7.925,0,0,1
528,0,2,0,23.0,2,1,11.5,0,0,0
529,1,2,1,2.0,1,1,26.0,0,2,0
530,0,3,0,28.0,0,0,7.2292,1,0,1
531,0,3,0,17.0,1,1,7.2292,1,0,0
532,1,3,1,28.0,0,2,22.3583,1,1,0
533,0,3,1,30.0,0,0,8.6625,0,1,1
534,1,2,1,7.0,0,2,26.25,0,2,0
535,0,1,0,45.0,0,0,26.55,0,0,1
536,1,1,1,30.0,0,0,106.425,1,1,1
537,0,3,0,28.0,0,0,14.5,0,0,1
538,1,1,1,22.0,0,2,49.5,1,1,0
539,1,1,1,36.0,0,2,71.0,0,1,0
540,0,3,1,9.0,4,2,31.275,0,2,0
541,0,3,1,11.0,4,2,31.275,0,2,0
542,1,2,0,32.0,1,0,26.0,0,0,0
543,0,1,0,50.0,1,0,106.425,1,0,0
544,0,1,0,64.0,0,0,26.0,0,0,1
545,1,2,1,19.0,1,0,26.0,0,1,0
546,1,2,0,28.0,0,0,13.8625,1,0,1
547,0,3,0,33.0,1,1,20.525,0,0,0
548,1,2,0,8.0,1,1,36.75,0,2,0
549,1,1,0,17.0,0,2,110.8833,1,0,0
550,0,2,0,27.0,0,0,26.0,0,0,1
551,0,3,0,28.0,0,0,7.8292,2,0,1
552,1,3,0,22.0,0,0,7.225,1,0,1
553,1,3,1,22.0,0,0,7.775,0,1,1
554,0,1,0,62.0,0,0,26.55,0,0,1
555,1,1,1,48.0,1,0,39.6,1,1,0
556,0,1,0,28.0,0,0,227.525,1,0,1
557,1,1,1,39.0,1,1,79.65,0,1,0
558,1,3,1,36.0,1,0,17.4,0,1,0
559,0,3,0,28.0,0,0,7.75,2,0,1
560,0,3,0,40.0,0,0,7.8958,0,0,1
561,0,2,0,28.0,0,0,13.5,0,0,1
562,0,3,0,28.0,0,0,8.05,0,0,1
563,0,3,1,28.0,0,0,8.05,0,1,1
564,0,3,0,24.0,2,0,24.15,0,0,0
565,0,3,0,19.0,0,0,7.8958,0,0,1
566,0,3,1,29.0,0,4,21.075,0,1,0
567,0,3,0,28.0,0,0,7.2292,1,0,1
568,1,3,0,32.0,0,0,7.8542,0,0,1
569,1,2,0,62.0,0,0,10.5,0,0,1
570,1,1,1,53.0,2,0,51.4792,0,1,0
571,1,1,0,36.0,0,0,26.3875,0,0,1
572,1,3,1,28.0,0,0,7.75,2,1,1
573,0,3,0,16.0,0,0,8.05,0,0,1
574,0,3,0,19.0,0,0,14.5,0,0,1
575,1,2,1,34.0,0,0,13.0,0,1,1
576,1,1,1,39.0,1,0,55.9,0,1,0
577,0,3,1,28.0,1,0,14.4583,1,1,0
578,1,3,0,32.0,0,0,7.925,0,0,1
579,1,2,1,25.0,1,1,30.0,0,1,0
580,1,1,1,39.0,1,1,110.8833,1,1,0
581,0,2,0,54.0,0,0,26.0,0,0,1
582,0,1,0,36.0,0,0,40.125,1,0,1
583,0,3,0,28.0,0,0,8.7125,1,0,1
584,1,1,1,18.0,0,2,79.65,0,1,0
585,0,2,0,47.0,0,0,15.0,0,0,1
586,1,1,0,60.0,1,1,79.2,1,0,0
587,0,3,0,22.0,0,0,8.05,0,0,1
588,0,3,0,28.0,0,0,8.05,0,0,1
589,0,3,0,35.0,0,0,7.125,0,0,1
590,1,1,1,52.0,1,0,78.2667,1,1,0
591,0,3,0,47.0,0,0,7.25,0,0,1
592,0,3,1,28.0,0,2,7.75,2,1,0
593,0,2,0,37.0,1,0,26.0,0,0,0
594,0,3,0,36.0,1,1,24.15,0,0,0
595,1,2,1,28.0,0,0,33.0,0,1,1
596,0,3,0,49.0,0,0,0.0,0,0,1
597,0,3,0,28.0,0,0,7.225,1,0,1
598,1,1,0,49.0,1,0,56.9292,1,0,0
599,1,2,1,24.0,2,1,27.0,0,1,0
600,0,3,0,28.0,0,0,7.8958,0,0,1
601,0,1,0,28.0,0,0,42.4,0,0,1
602,0,3,0,44.0,0,0,8.05,0,0,1
603,1,1,0,35.0,0,0,26.55,1,0,1
604,0,3,0,36.0,1,0,15.55,0,0,0
605,1,1,0,27.0,0,0,30.5,0,0,1
606,1,2,1,22.0,1,2,41.5792,1,1,0
607,1,1,1,40.0,0,0,153.4625,0,1,1
608,0,3,1,39.0,1,5,31.275,0,1,0
609,0,3,0,28.0,0,0,7.05,0,0,1
610,1,3,1,28.0,1,0,15.5,2,1,0
611,0,3,0,28.0,0,0,7.75,2,0,1
612,0,3,0,35.0,0,0,8.05,0,0,1
613,1,2,1,24.0,1,2,65.0,0,1,0
614,0,3,0,34.0,1,1,14.4,0,0,0
615,0,3,1,26.0,1,0,16.1,0,1,0
616,1,2,1,4.0,2,1,39.0,0,2,0
617,0,2,0,26.0,0,0,10.5,0,0,1
618,0,3,0,27.0,1,0,14.4542,1,0,0
619,1,1,0,42.0,1,0,52.5542,0,0,0
620,1,3,0,20.0,1,1,15.7417,1,0,0
621,0,3,0,21.0,0,0,7.8542,0,0,1
622,0,3,0,21.0,0,0,16.1,0,0,1
623,0,1,0,61.0,0,0,32.3208,0,0,1
624,0,2,0,57.0,0,0,12.35,2,0,1
625,1,1,1,21.0,0,0,77.9583,0,1,1
626,0,3,0,26.0,0,0,7.8958,0,0,1
627,0,3,0,28.0,0,0,7.7333,2,0,1
628,1,1,0,80.0,0,0,30.0,0,0,1
629,0,3,0,51.0,0,0,7.0542,0,0,1
630,1,1,0,32.0,0,0,30.5,1,0,1
631,0,1,0,28.0,0,0,0.0,0,0,1
632,0,3,1,9.0,3,2,27.9,0,2,0
633,1,2,1,28.0,0,0,13.0,0,1,1
634,0,3,0,32.0,0,0,7.925,0,0,1
635,0,2,0,31.0,1,1,26.25,0,0,0
636,0,3,1,41.0,0,5,39.6875,0,1,0
637,0,3,0,28.0,1,0,16.1,0,0,0
638,0,3,0,20.0,0,0,7.8542,0,0,1
639,1,1,1,24.0,0,0,69.3,1,1,1
640,0,3,1,2.0,3,2,27.9,0,2,0
641,1,3,0,28.0,0,0,56.4958,0,0,1
642,1,3,1,0.75,2,1,19.2583,1,2,0
643,1,1,0,48.0,1,0,76.7292,1,0,0
644,0,3,0,19.0,0,0,7.8958,0,0,1
645,1,1,0,56.0,0,0,35.5,1,0,1
646,0,3,0,28.0,0,0,7.55,0,0,1
647,1,3,1,23.0,0,0,7.55,0,1,1
648,0,3,0,28.0,0,0,7.8958,0,0,1
649,1,2,1,18.0,0,1,23.0,0,1,0
650,0,3,0,21.0,0,0,8.4333,0,0,1
651,1,3,1,28.0,0,0,7.8292,2,1,1
652,0,3,1,18.0,0,0,6.75,2,1,1
653,0,2,0,24.0,2,0,73.5,0,0,0
654,0,3,0,28.0,0,0,7.8958,0,0,1
655,0,3,1,32.0,1,1,15.5,2,1,0
656,0,2,0,23.0,0,0,13.0,0,0,1
657,0,1,0,58.0,0,2,113.275,1,0,0
658,1,1,0,50.0,2,0,133.65,0,0,0
659,0,3,0,40.0,0,0,7.225,1,0,1
660,0,1,0,47.0,0,0,25.5875,0,0,1
661,0,3,0,36.0,0,0,7.4958,0,0,1
662,1,3,0,20.0,1,0,7.925,0,0,0
663,0,2,0,32.0,2,0,73.5,0,0,0
664,0,2,0,25.0,0,0,13.0,0,0,1
665,0,3,0,28.0,0,0,7.775,0,0,1
666,0,3,0,43.0,0,0,8.05,0,0,1
667,1,1,1,28.0,1,0,52.0,0,1,0
668,1,2,1,40.0,1,1,39.0,0,1,0
669,0,1,0,31.0,1,0,52.0,0,0,0
670,0,2,0,70.0,0,0,10.5,0,0,1
671,1,2,0,31.0,0,0,13.0,0,0,1
672,0,2,0,28.0,0,0,0.0,0,0,1
673,0,3,0,18.0,0,0,7.775,0,0,1
674,0,3,0,24.5,0,0,8.05,0,0,1
675,1,3,1,18.0,0,0,9.8417,0,1,1
676,0,3,1,43.0,1,6,46.9,0,1,0
677,1,1,0,36.0,0,1,512.3292,1,0,0
678,0,3,1,28.0,0,0,8.1375,2,1,1
679,1,1,0,27.0,0,0,76.7292,1,0,1
680,0,3,0,20.0,0,0,9.225,0,0,1
681,0,3,0,14.0,5,2,46.9,0,2,0
682,0,2,0,60.0,1,1,39.0,0,0,0
683,0,2,0,25.0,1,2,41.5792,1,0,0
684,0,3,0,14.0,4,1,39.6875,0,2,0
685,0,3,0,19.0,0,0,10.1708,0,0,1
686,0,3,0,18.0,0,0,7.7958,0,0,1
687,1,1,1,15.0,0,1,211.3375,0,2,0
688,1,1,0,31.0,1,0,57.0,0,0,0
689,1,3,1,4.0,0,1,13.4167,1,2,0
690,1,3,0,28.0,0,0,56.4958,0,0,1
691,0,3,0,25.0,0,0,7.225,1,0,1
692,0,1,0,60.0,0,0,26.55,0,0,1
693,0,2,0,52.0,0,0,13.5,0,0,1
694,0,3,0,44.0,0,0,8.05,0,0,1
695,1,3,1,28.0,0,0,7.7333,2,1,1
696,0,1,0,49.0,1,1,110.8833,1,0,0
697,0,3,0,42.0,0,0,7.65,0,0,1
698,1,1,1,18.0,1,0,227.525,1,1,0
699,1,1,0,35.0,0,0,26.2875,0,0,1
700,0,3,1,18.0,0,1,14.4542,1,1,0
701,0,3,0,25.0,0,0,7.7417,2,0,1
702,0,3,0,26.0,1,0,7.8542,0,0,0
703,0,2,0,39.0,0,0,26.0,0,0,1
704,1,2,1,45.0,0,0,13.5,0,1,1
705,1,1,0,42.0,0,0,26.2875,0,0,1
706,1,1,1,22.0,0,0,151.55,0,1,1
707,1,3,0,28.0,1,1,15.2458,1,0,0
708,1,1,1,24.0,0,0,49.5042,1,1,1
709,0,1,0,28.0,0,0,26.55,0,0,1
710,1,1,0,48.0,1,0,52.0,0,0,0
711,0,3,0,29.0,0,0,9.4833,0,0,1
712,0,2,0,52.0,0,0,13.0,0,0,1
713,0,3,0,19.0,0,0,7.65,0,0,1
714,1,1,1,38.0,0,0,227.525,1,1,1
715,1,2,1,27.0,0,0,10.5,0,1,1
716,0,3,0,28.0,0,0,15.5,2,0,1
717,0,3,0,33.0,0,0,7.775,0,0,1
718,1,2,1,6.0,0,1,33.0,0,2,0
719,0,3,0,17.0,1,0,7.0542,0,0,0
720,0,2,0,34.0,0,0,13.0,0,0,1
721,0,2,0,50.0,0,0,13.0,0,0,1
722,1,1,0,27.0,1,0,53.1,0,0,0
723,0,3,0,20.0,0,0,8.6625,0,0,1
724,1,2,1,30.0,3,0,21.0,0,1,0
725,1,3,1,28.0,0,0,7.7375,2,1,1
726,0,2,0,25.0,1,0,26.0,0,0,0
727,0,3,1,25.0,1,0,7.925,0,1,0
728,1,1,1,29.0,0,0,211.3375,0,1,1
729,0,3,0,11.0,0,0,18.7875,1,2,1
730,0,2,0,28.0,0,0,0.0,0,0,1
731,0,2,0,23.0,0,0,13.0,0,0,1
732,0,2,0,23.0,0,0,13.0,0,0,1
733,0,3,0,28.5,0,0,16.1,0,0,1
734,0,3,1,48.0,1,3,34.375,0,1,0
735,1,1,0,35.0,0,0,512.3292,1,0,1
736,0,3,0,28.0,0,0,7.8958,0,0,1
737,0,3,0,28.0,0,0,7.8958,0,0,1
738,1,1,0,28.0,0,0,30.0,0,0,1
739,0,1,0,36.0,1,0,78.85,0,0,0
740,1,1,1,21.0,2,2,262.375,1,1,0
741,0,3,0,24.0,1,0,16.1,0,0,0
742,1,3,0,31.0,0,0,7.925,0,0,1
743,0,1,0,70.0,1,1,71.0,0,0,0
744,0,3,0,16.0,1,1,20.25,0,0,0
745,1,2,1,30.0,0,0,13.0,0,1,1
746,0,1,0,19.0,1,0,53.1,0,0,0
747,0,3,0,31.0,0,0,7.75,2,0,1
748,1,2,1,4.0,1,1,23.0,0,2,0
749,1,3,0,6.0,0,1,12.475,0,2,0
750,0,3,0,33.0,0,0,9.5,0,0,1
751,0,3,0,23.0,0,0,7.8958,0,0,1
752,1,2,1,48.0,1,2,65.0,0,1,0
753,1,2,0,0.67,1,1,14.5,0,2,0
754,0,3,0,28.0,0,0,7.7958,0,0,1
755,0,2,0,18.0,0,0,11.5,0,0,1
756,0,3,0,34.0,0,0,8.05,0,0,1
757,1,1,1,33.0,0,0,86.5,0,1,1
758,0,3,0,28.0,0,0,14.5,0,0,1
759,0,3,0,41.0,0,0,7.125,0,0,1
760,1,3,0,20.0,0,0,7.2292,1,0,1
761,1,1,1,36.0,1,2,120.0,0,1,0
762,0,3,0,16.0,0,0,7.775,0,0,1
763,1,1,1,51.0,1,0,77.9583,0,1,0
764,0,1,0,28.0,0,0,39.6,1,0,1
765,0,3,1,30.5,0,0,7.75,2,1,1
766,0,3,0,28.0,1,0,24.15,2,0,0
767,0,3,0,32.0,0,0,8.3625,0,0,1
768,0,3,0,24.0,0,0,9.5,0,0,1
769,0,3,0,48.0,0,0,7.8542,0,0,1
770,0,2,1,57.0,0,0,10.5,0,1,1
771,0,3,0,28.0,0,0,7.225,1,0,1
772,1,2,1,54.0,1,3,23.0,0,1,0
773,0,3,0,18.0,0,0,7.75,0,0,1
774,0,3,0,28.0,0,0,7.75,2,0,1
775,1,3,1,5.0,0,0,12.475,0,2,1
776,0,3,0,28.0,0,0,7.7375,2,0,1
777,1,1,1,43.0,0,1,211.3375,0,1,0
778,1,3,1,13.0,0,0,7.2292,1,2,1
779,1,1,1,17.0,1,0,57.0,0,1,0
780,0,1,0,29.0,0,0,30.0,0,0,1
781,0,3,0,28.0,1,2,23.45,0,0,0
782,0,3,0,25.0,0,0,7.05,0,0,1
783,0,3,0,25.0,0,0,7.25,0,0,1
784,1,3,1,18.0,0,0,7.4958,0,1,1
785,0,3,0,8.0,4,1,29.125,2,2,0
786,1,3,0,1.0,1,2,20.575,0,2,0
787,0,1,0,46.0,0,0,79.2,1,0,1
788,0,3,0,28.0,0,0,7.75,2,0,1
789,0,2,0,16.0,0,0,26.0,0,0,1
790,0,3,1,28.0,8,2,69.55,0,1,0
791,0,1,0,28.0,0,0,30.6958,1,0,1
792,0,3,0,25.0,0,0,7.8958,0,0,1
793,0,2,0,39.0,0,0,13.0,0,0,1
794,1,1,1,49.0,0,0,25.9292,0,1,1
795,1,3,1,31.0,0,0,8.6833,0,1,1
796,0,3,0,30.0,0,0,7.2292,1,0,1
797,0,3,1,30.0,1,1,24.15,0,1,0
798,0,2,0,34.0,0,0,13.0,0,0,1
799,1,2,1,31.0,1,1,26.25,0,1,0
800,1,1,0,11.0,1,2,120.0,0,2,0
801,1,3,0,0.42,0,1,8.5167,1,2,0
802,1,3,0,27.0,0,0,6.975,0,0,1
803,0,3,0,31.0,0,0,7.775,0,0,1
804,0,1,0,39.0,0,0,0.0,0,0,1
805,0,3,1,18.0,0,0,7.775,0,1,1
806,0,2,0,39.0,0,0,13.0,0,0,1
807,1,1,1,33.0,1,0,53.1,0,1,0
808,0,3,0,26.0,0,0,7.8875,0,0,1
809,0,3,0,39.0,0,0,24.15,0,0,1
810,0,2,0,35.0,0,0,10.5,0,0,1
811,0,3,1,6.0,4,2,31.275,0,2,0
812,0,3,0,30.5,0,0,8.05,0,0,1
813,0,1,0,28.0,0,0,0.0,0,0,1
814,0,3,1,23.0,0,0,7.925,0,1,1
815,0,2,0,31.0,1,1,37.0042,1,0,0
816,0,3,0,43.0,0,0,6.45,0,0,1
817,0,3,0,10.0,3,2,27.9,0,2,0
818,1,1,1,52.0,1,1,93.5,0,1,0
819,1,3,0,27.0,0,0,8.6625,0,0,1
820,0,1,0,38.0,0,0,0.0,0,0,1
821,1,3,1,27.0,0,1,12.475,0,1,0
822,0,3,0,2.0,4,1,39.6875,0,2,0
823,0,3,0,28.0,0,0,6.95,2,0,1
824,0,3,0,28.0,0,0,56.4958,0,0,1
825,1,2,0,1.0,0,2,37.0042,1,2,0
826,1,3,0,28.0,0,0,7.75,2,0,1
827,1,1,1,62.0,0,0,80.0,0,1,1
828,1,3,1,15.0,1,0,14.4542,1,2,0
829,1,2,0,0.83,1,1,18.75,0,2,0
830,0,3,0,28.0,0,0,7.2292,1,0,1
831,0,3,0,23.0,0,0,7.8542,0,0,1
832,0,3,0,18.0,0,0,8.3,0,0,1
833,1,1,1,39.0,1,1,83.1583,1,1,0
834,0,3,0,21.0,0,0,8.6625,0,0,1
835,0,3,0,28.0,0,0,8.05,0,0,1
836,1,3,0,32.0,0,0,56.4958,0,0,1
837,1,1,0,28.0,0,0,29.7,1,0,1
838,0,3,0,20.0,0,0,7.925,0,0,1
839,0,2,0,16.0,0,0,10.5,0,0,1
840,1,1,1,30.0,0,0,31.0,1,1,1
841,0,3,0,34.5,0,0,6.4375,1,0,1
842,0,3,0,17.0,0,0,8.6625,0,0,1
843,0,3,0,42.0,0,0,7.55,0,0,1
844,0,3,0,28.0,8,2,69.55,0,0,0
845,0,3,0,35.0,0,0,7.8958,1,0,1
846,0,2,0,28.0,0,1,33.0,0,0,0
847,1,1,1,28.0,1,0,89.1042,1,1,0
848,0,3,0,4.0,4,2,31.275,0,2,0
849,0,3,0,74.0,0,0,7.775,0,0,1
850,0,3,1,9.0,1,1,15.2458,1,2,0
851,1,1,1,16.0,0,1,39.4,0,1,0
852,0,2,1,44.0,1,0,26.0,0,1,0
853,1,3,1,18.0,0,1,9.35,0,1,0
854,1,1,1,45.0,1,1,164.8667,0,1,0
855,1,1,0,51.0,0,0,26.55,0,0,1
856,1,3,1,24.0,0,3,19.2583,1,1,0
857,0,3,0,28.0,0,0,7.2292,1,0,1
858,0,3,0,41.0,2,0,14.1083,0,0,0
859,0,2,0,21.0,1,0,11.5,0,0,0
860,1,1,1,48.0,0,0,25.9292,0,1,1
861,0,3,1,28.0,8,2,69.55,0,1,0
862,0,2,0,24.0,0,0,13.0,0,0,1
863,1,2,1,42.0,0,0,13.0,0,1,1
864,1,2,1,27.0,1,0,13.8583,1,1,0
865,0,1,0,31.0,0,0,50.4958,0,0,1
866,0,3,0,28.0,0,0,9.5,0,0,1
867,1,3,0,4.0,1,1,11.1333,0,2,0
868,0,3,0,26.0,0,0,7.8958,0,0,1
869,1,1,1,47.0,1,1,52.5542,0,1,0
870,0,1,0,33.0,0,0,5.0,0,0,1
871,0,3,0,47.0,0,0,9.0,0,0,1
872,1,2,1,28.0,1,0,24.0,1,1,0
873,1,3,1,15.0,0,0,7.225,1,2,1
874,0,3,0,20.0,0,0,9.8458,0,0,1
875,0,3,0,19.0,0,0,7.8958,0,0,1
876,0,3,0,28.0,0,0,7.8958,0,0,1
877,1,1,1,56.0,0,1,83.1583,1,1,0
878,1,2,1,25.0,0,1,26.0,0,1,0
879,0,3,0,33.0,0,0,7.8958,0,0,1
880,0,3,1,22.0,0,0,10.5167,0,1,1
881,0,2,0,28.0,0,0,10.5,0,0,1
882,0,3,0,25.0,0,0,7.05,0,0,1
883,0,3,1,39.0,0,5,29.125,2,1,0
884,0,2,0,27.0,0,0,13.0,0,0,1
885,1,1,1,19.0,0,0,30.0,0,1,1
886,0,3,1,28.0,1,2,23.45,0,1,0
887,1,1,0,26.0,0,0,30.0,1,0,1
888,0,3,0,32.0,0,0,7.75,2,0,1
